,Time,Peak Current,y1_pred,y2_pred,y1_model,y2_model,1_R-squared,2_R-squared,y1_legend,y1_param,y2_legend,y2_param
48,23.6,3.343049,0.6080056637200988,0.585670777414389,3.343442918577093,3.072056002642216,,,,,,
49,24.0,3.370904,0.6112143950441836,0.5844764172628539,3.3706923756374785,3.122898681634198,,,,,,
50,24.4,3.394754,0.6142869259788285,0.583335597189621,3.3953442339184376,3.1737011464927423,,,,,,
51,24.8,3.411519,0.6172265464288746,0.5822459171314219,3.4174640437058046,3.22446342902532,,,,,,
52,25.2,3.432036,0.6200367302229258,0.5812050846136019,3.437120004301945,3.275185561014232,,,,,,
53,25.6,3.448947,0.6227210958334333,0.5802109099272066,3.4543824988966616,3.3258675742166424,,,,,,
54,26.0,3.463495,0.6252833714822712,0.579261301522267,3.4693236654421464,3.3765095003645893,,,,,,
55,26.4,3.475139,0.627727364225753,0.5783542616075874,3.482017001829862,3.4271113711650307,,,,,,
56,26.8,3.484243,0.6300569326473443,0.5774878819477848,3.4925370036528762,3.4776732182998384,,,,,,
57,27.2,3.492175,0.6322759628178791,0.5766603398487339,3.50095883283949,3.5281950734258105,,,,,,
58,27.6,3.501434,0.6343883472121234,0.5758698943229746,3.5073580154601465,3.5786769681747255,,,,,,
59,28.0,3.506082,0.636397966297213,0.5751148824270137,3.511810167037037,3.6291189341533245,,,,,,
60,28.4,3.510037,0.6383086725330361,0.574393715762816,3.514390743722482,3.679521002943374,,,,,,
61,28.8,3.510891,0.6401242765471739,0.5737048771361242,3.5151748177560505,3.7298832061016407,,,,,,
62,29.2,3.511202,0.6418485352677309,0.5730469173645777,3.514236875660302,3.7802055751599384,,,,,,
63,29.6,3.512316,0.6434851418164115,0.5724184522289154,3.5116506376888754,3.8304881416251475,,,,,,
64,30.0,3.510838,0.6450377169816636,0.5718181595608476,3.50748889709819,3.880730936979202,,,,,,
65,30.4,3.507743,0.6465098021077438,0.5712447764614713,3.501823377873416,3.930933992679164,,,,,,
66,30.8,3.50362,0.6479048532502634,0.5706970966443773,3.494724609600331,3.981097340157207,,,,,,
67,31.2,3.500242,0.6492262364622643,0.5701739678978578,3.4862618182361764,4.031221010820639,,,,,,
