,Time,Peak Current,y1_pred,y2_pred,y1_model,y2_model,1_R-squared,2_R-squared,y1_legend,y1_param,y2_legend,y2_param
0,0.0,0.45651756,0.4501723700000001,0.45017237000000004,0.45036342600665286,0.44333848476463694,0.9976862719234459,0.9851080494505688,A1,1268.1774684540023,A,2.5474273321115493
1,0.4,0.595862846,0.6935906817872113,0.6172093290622853,0.6074869087831731,0.6186718734059298,,,A2,11.585390370093542,k_1,0.21999250462964043
2,0.8,0.7149239,0.8148158230494433,0.7176930878094676,0.7124868407542657,0.7218486555672131,,,k_1,0.009507305368078669,k_2,0.9214104303411712
3,1.2,0.780531845,0.8621006876135742,0.7761214595517189,0.7789326139717467,0.7801440219483715,,,k_2,0.3106637768878792,k_3,3.5606112612471676
4,1.6,0.817357286,0.8657742120129801,0.8080575178556926,0.8173263039681082,0.8106319651722136,,,k_3,5.7782767672243525,k_4,0.02868712919629465
5,2.0,0.83583011,0.8447996386921763,0.8233845666129929,0.8357297191329398,0.8239953039633363,,,k_4,0.0007215205789578542,lig_I,0.03528290066770675
6,2.4,0.841188575,0.8109415811096201,0.8283754726835411,0.8402724986022598,0.8269129729365113,,,lig_I,0.05362440093976738,b,0.44333848476463694
7,2.8,0.837216822,0.771413061497346,0.827008227490196,0.8355625736531398,0.8235558406039606,,,b,0.4503634260066651,,
8,3.2,0.826594385,0.730556356572978,0.82180229769238,0.8250166538474446,0.8165239403258753,,,c,3.2342831276877373,,
9,3.6,0.81344075,0.6909097406694203,0.8143503172110864,0.8111253501000999,0.8074336969666731,,,,,,
10,4.0,0.796042929,0.653883956253599,0.8056560926249863,0.7956650051777416,0.797285845427397,,,,,,
11,4.4,0.776628581,0.6201907013729413,0.7963494726479513,0.7798661858810896,0.7866959341249636,,,,,,
12,5.2,0.755607744,0.563679044083208,0.7773184020248112,0.7502181896617774,0.7655386556454613,,,,,,
13,5.6,0.733827205,0.5407637696072883,0.7679824252510943,0.7371648647811224,0.7553264707484766,,,,,,
14,6.0,0.712824934,0.5211618607724032,0.7589012448201853,0.7255104875622618,0.7454747117603677,,,,,,
15,8.0,0.69294844,0.4639523624435522,0.7183355957297171,0.6864925860511442,0.7022873125358093,,,,,,
16,10.0,0.673861825,0.4531823197516608,0.6857304963471488,0.6674820031441799,0.6685017241868246,,,,,,
17,12.0,0.654889355,0.46699522439174296,0.6597703412689702,0.6541140385386439,0.6422701167146931,,,,,,
18,14.0,0.636614104,0.49195313231324267,0.6391262165910756,0.639964560248375,0.621922575436716,,,,,,
19,16.0,0.620265474,0.5203085947946499,0.622712151178524,0.6241547507406509,0.6061410712083348,,,,,,
20,18.0,0.605778145,0.5478734233686252,0.6096616626775053,0.6079590456323147,0.5939011518661965,,,,,,
21,20.0,0.591089566,0.5726131268116914,0.599285513880731,0.5928568943800898,0.5844080545811372,,,,,,
22,24.0,0.576803128,0.6112143950441836,0.5844764172628539,0.5691968085695721,0.5713349535400617,,,,,,
23,28.0,0.562795794,0.636397966297213,0.5751148824270137,0.5547839444225828,0.5634710686619335,,,,,,
24,30.0,0.549271035,0.6450377169816636,0.5718181595608476,0.5503043812401534,0.5608069456885145,,,,,,
25,32.0,0.538450238,0.6516609919468298,0.569197010707709,0.547130872064409,0.5587406925244214,,,,,,
