,Time,Peak Current,y1_pred,y2_pred,y1_model,y2_model,1_R-squared,2_R-squared,y1_legend,y1_param,y2_legend,y2_param
32,12.8,4.100577079,0.47617551591635215,0.6509410038372585,4.096830906040854,4.091938625207679,,,,,,
33,13.2,4.119781607,0.4812271882515146,0.6468208303972607,4.125664029657624,4.121366893932997,,,,,,
34,13.6,4.152364512,0.4865041498370786,0.6428853237220649,4.152654382680567,4.149009208286649,,,,,,
35,14.0,4.176801961,0.49195313231324267,0.6391262165910756,4.177916254494333,4.174973954971481,,,,,,
36,14.4,4.201500635,0.49752693904387385,0.6355356084067416,4.201557467141146,4.199362942875401,,,,,,
37,14.8,4.236254945,0.5031838793068515,0.6321059502077069,4.223679728322326,4.222271802268393,,,,,,
38,15.2,4.254970438,0.5088872496794448,0.6288300298263849,4.24437896535762,4.2437903597729285,,,,,,
39,15.6,4.271987376,0.5146048591709325,0.6257009573765846,4.263745641125906,4.264002990578007,,,,,,
40,16.0,4.288348811,0.5203085947946499,0.622712151178524,4.281865052955954,4.282988949277901,,,,,,
41,16.4,4.30913866,0.5259740244476074,0.6198573241792679,4.298817615383772,4.300822680632827,,,,,,
42,16.8,4.328157075,0.5315800341580534,0.6171304708957464,4.314679127643979,4.317574111470052,,,,,,
43,17.2,4.337887826,0.5371084969578437,0.6145258548883085,4.329521026715992,4.3333089248699865,,,,,,
44,17.6,4.342137815,0.5425439708300417,0.6120379967609809,4.343410626701736,4.348088817712369,,,,,,
45,18.0,4.345934267,0.5478734233686252,0.6096616626775053,4.356411345269898,4.36197174259238,,,,,,
46,18.4,4.354871724,0.5530859809642996,0.6073918533780973,4.36858291786226,4.3750121350552655,,,,,,
47,18.8,4.363771757,0.5581727004971255,0.6052237936796072,4.379981600320295,4.387261127040444,,,,,,
48,19.2,4.381056352,0.5631263616726028,0.603152922440673,4.390660360554843,4.398766747372037,,,,,,
49,19.6,4.386932715,0.5679412782831306,0.6011748829730927,4.4006690598482585,4.409574110081963,,,,,,
50,20.0,4.398084572,0.5726131268116914,0.599285513880731,4.410054624346751,4.419725591303985,,,,,,
51,20.4,4.414757235,0.5771387909197057,0.5974808403076316,4.418861207270693,4.429260995432359,,,,,,
52,20.8,4.429944713,0.5815162204767935,0.5957570655775257,4.427130342342286,4.438217711196575,,,,,,
53,21.2,4.435193041,0.5857443038972711,0.5941105632075283,4.434901088903235,4.446630858264168,,,,,,
54,21.6,4.435720639,0.58982275264715,0.5925378692794641,4.442210169169572,4.454533424946449,,,,,,
55,22.0,4.443778369,0.5937519968767968,0.5910356751529285,4.449092098046872,4.461956397547089,,,,,,
56,22.4,4.450096865,0.5975330912187548,0.5896008205048522,4.455579305906284,4.468928881860747,,,,,,
57,22.8,4.444485451,0.6011676298680663,0.588230286680986,4.461702254700324,4.475478217298147,,,,,,
58,23.2,4.45036275,0.6046576701342253,0.5869211903453612,4.467489547777019,4.481630084085077,,,,,,
59,23.6,4.451910602,0.6080056637200988,0.585670777414389,4.472968033731712,4.487408603955659,,,,,,
60,24.0,4.458570946,0.6112143950441836,0.5844764172628539,4.4781629046176255,4.492836434734709,,,,,,
61,24.4,4.468725576,0.6142869259788285,0.583335597189621,4.483097788819023,4.497934859180041,,,,,,
62,24.8,4.487594158,0.6172265464288746,0.5822459171314219,4.487794838874466,4.502723868433071,,,,,,
63,25.2,4.498453784,0.6200367302229258,0.5812050846136019,4.492274814522256,4.507222240404945,,,,,,
64,25.6,4.493541562,0.6227210958334333,0.5802109099272066,4.496557161225479,4.51144761340554,,,,,,
65,26.0,4.492177526,0.6252833714822712,0.579261301522267,4.500660084420293,4.5154165553040295,,,,,,
66,26.4,4.493561416,0.627727364225753,0.5783542616075874,4.504600619717952,4.519144628492208,,,,,,
67,26.8,4.503984019,0.6300569326473443,0.5774878819477848,4.508394699278721,4.522646450905309,,,,,,
68,27.2,4.516624401,0.6322759628178791,0.5766603398487339,4.512057214564083,4.525935753339546,,,,,,
69,27.6,4.528615407,0.6343883472121234,0.5758698943229746,4.515602075662546,4.529025433291164,,,,,,
70,28.0,4.53965638,0.636397966297213,0.5751148824270137,4.519042267373877,4.531927605528067,,,,,,
71,28.4,4.562689697,0.6383086725330361,0.574393715762816,4.52238990222665,4.534653649592356,,,,,,
72,28.8,4.552021325,0.6401242765471739,0.5737048771361242,4.5256562705945855,4.537214254419991,,,,,,
73,29.2,4.545563721,0.6418485352677309,0.5730469173645777,4.528851888068268,4.539619460252574,,,,,,
74,29.6,4.556377255,0.6434851418164115,0.5724184522289154,4.531986540230404,4.5418786980055685,,,,,,
75,30.0,4.548704177,0.6450377169816636,0.5718181595608476,4.535069324974853,4.544000826247321,,,,,,
76,30.4,4.54704137,0.6465098021077438,0.5712447764614713,4.53810869250205,4.545994165933894,,,,,,
77,30.8,4.537418312,0.6479048532502634,0.5706970966443773,4.541112483116398,4.547866533035885,,,,,,
78,31.2,4.537872689,0.6492262364622643,0.5701739678978578,4.5440879629443796,4.5496252691851895,,,,,,
79,31.6,4.554463283,0.6504772240872373,0.5696742896608779,4.547041857685782,4.551277270461853,,,,,,
80,32.0,4.560490957,0.6516609919468298,0.569197010707709,4.549980384504423,4.552829014433896,,,,,,
81,32.4,4.553286301,0.652780617321367,0.568741126936355,4.55290928215893,4.554286585556136,,,,,,
82,32.8,4.549836802,0.6538390776308155,0.5683056792561166,4.555833839468876,4.5556556990276045,,,,,,
83,33.2,4.549937944,0.6548392497325172,0.5678897515698518,4.558758922206309,4.556941723201074,,,,,,
84,33.6,4.56426141,0.6557839097599757,0.5674924688466854,4.561688998497917,4.5581497006326135,,,,,,
85,34.0,4.573978416,0.6566757334342556,0.5671129952811144,4.564628162818528,4.559284367853658,,,,,,
86,34.4,4.555874696,0.6575172967861991,0.5667505325346366,4.567580158652245,4.560350173943158,,,,,,
87,34.8,4.566621705,0.6583110772337402,0.5664043180562011,4.570548399893398,4.561351297972608,,,,,,
88,35.2,4.56898856,0.6590594549641378,0.5660736234779493,4.573535991055696,4.562291665392361,,,,,,
89,35.6,4.569108267,0.6597647145760053,0.5657577530828717,4.576545746354175,4.563174963423495,,,,,,
90,36.0,4.561643646,0.6604290469406278,0.5654560423411533,4.579580207721144,4.56400465551556,,,,,,
91,36.4,4.578566525,0.6610545512462533,0.5651678565121339,4.582641661813971,4.564783994926915,,,,,,
92,36.8,4.588387277,0.6616432371928777,0.5648925893089355,4.5857321560695095,4.565516037480895,,,,,,
93,37.2,4.607331031,0.6621970273085125,0.5646296616229545,4.58885351385692,4.566203653547821,,,,,,
94,37.6,4.597262109,0.6627177593611009,0.5643785203055287,4.592007348777964,4.566849539299851,,,,,,
95,38.0,4.589849597,0.6632071888431115,0.5641386370042208,4.595195078161091,4.567456227282783,,,,,,
96,38.4,4.583505719,0.6636669915084544,0.5639095070512679,4.598417935793249,4.56802609634628,,,,,,
97,38.8,4.596889838,0.6640987659437282,0.5636906484018578,4.601676983930885,4.568561380971434,,,,,,
98,39.2,4.604063663,0.664504036157951,0.5634816006200016,4.6049731246294545,4.569064180032273,,,,,,
99,39.6,4.606039033,0.6648842541768679,0.5632819239098661,4.608307110428574,4.569536465025527,,,,,,
