Time,Peak Current
0,0.09234139
1.515,0.359919044
3.03,0.541048779
4.545,0.723436197
6.06,0.863421814
7.575,0.989910294
9.09,1.082745728
10.605,1.142237102
12.12,1.195800785
13.635,1.28093828
15.15,1.296769165
16.665,1.38442263
18.18,1.468751455
19.695,1.536360246
21.21,1.566371189
22.725,1.576325874
24.24,1.613477107
25.755,1.69549237
27.27,1.689103292
28.785,1.662523019
30.3,1.70323229
31.815,1.695078366
33.33,1.713792429
34.845,1.793463703
36.36,1.842253903
37.875,1.83250497
39.39,1.844072719
40.905,1.828566705
42.42,1.802084438
43.935,1.820322842
45.45,1.853271715
46.965,1.859275334
48.48,1.86339146
49.995,1.884537852
51.51,1.945242915
53.025,1.95846561
54.54,1.99528949
56.055,2.003798222
57.57,2.002179665
59.085,2.001599011
60.6,2.066985345
62.115,2.098756768
63.63,2.156573375
65.145,2.179843424
66.66,2.210191734
68.175,2.246884986
69.69,2.203462084
71.205,2.250742141
72.72,2.243925614
74.235,2.280433856
75.75,2.306465762
77.265,2.309320909
78.78,2.34096634
80.295,2.381400068
81.81,2.402499539
83.325,2.420065205
84.84,2.400787614
86.355,2.409684019
87.87,2.443678453
89.385,2.435743068
90.9,2.414491658
92.415,2.440085354
93.93,2.470263129
95.445,2.48262343
96.96,2.489344118
98.475,2.49173281
99.99,2.472521147
101.505,2.511855116
103.02,2.516645069
104.535,2.515517716
106.05,2.547641979
107.565,2.54536804
109.08,2.539696592
110.595,2.546598667
112.11,2.596519772
113.625,2.593148856
115.14,2.599179785
116.655,2.606897225
