Time,Peak Current
92.8,0.628868192
93.2,0.630222708
93.6,0.628467534
94,0.634338433
94.4,0.641587953
94.8,0.646624209
95.2,0.644346185
95.6,0.655533957
96,0.657702563
96.4,0.662852213
96.8,0.667616512
97.2,0.6710193
97.6,0.669518306
98,0.677149892
98.4,0.680429921
98.8,0.68998712
99.2,0.693595602
99.6,0.697109744
100,0.700829421
100.4,0.706808867
100.8,0.716470618
101.2,0.719653768
101.6,0.724362548
102,0.72886706
102.4,0.738702953
102.8,0.735710658
103.2,0.739648156
103.6,0.752991712
104,0.750756665
104.4,0.752965869
104.8,0.756955331
105.2,0.764274205
105.6,0.773418428
106,0.7758492
106.4,0.780610485
106.8,0.78985157
107.2,0.798482257
107.6,0.796669386
108,0.807445297
108.4,0.804517584
108.8,0.807406268
109.2,0.822918863
109.6,0.822142054
110,0.830566193
110.4,0.833193932
110.8,0.83786067
111.2,0.843104366
111.6,0.854588265
112,0.858805092
112.4,0.854087475
112.8,0.862369094
113.2,0.867669413
113.6,0.869772169
114,0.880205885
114.4,0.886511142
114.8,0.882234856
115.2,0.894522004
115.6,0.89385003
116,0.911612931
116.4,0.911840359
116.8,0.917989062
117.2,0.922372403
117.6,0.92175571
118,0.934770153
118.4,0.933016296
118.8,0.943853265
119.2,0.943142246
119.6,0.958099886
120,0.953666551
120.4,0.964456776
120.8,0.964850699
121.2,0.969213896
121.6,0.977810904
122,0.977742032
122.4,0.987058121
122.8,0.991764681
123.2,0.994933761
123.6,0.995040117
124,1.003882723
124.4,1.012881082
124.8,1.01151164
125.2,1.018559068
125.6,1.035754951
126,1.041837679
126.4,1.043846394
126.8,1.044499643
127.2,1.050977392
127.6,1.050369712
128,1.057723733
128.4,1.071719769
128.8,1.066949698
129.2,1.076136213
129.6,1.086014168
130,1.094802555
130.4,1.088650494
130.8,1.10176974
131.2,1.095967408
131.6,1.107926352
132,1.113750413
132.4,1.118960903
132.8,1.126527314
133.2,1.124887302
133.6,1.132457671
134,1.142050853
134.4,1.143431641
134.8,1.154171841
135.2,1.156030562
135.6,1.16563145
136,1.167898878
136.4,1.171338533
136.8,1.171488313
137.2,1.178144553
137.6,1.186715218
138,1.188876561
138.4,1.195763626
138.8,1.199436624
139.2,1.213975194
139.6,1.213848284
140,1.215210791
140.4,1.229553594
140.8,1.236204919
141.2,1.239791653
141.6,1.249161038
142,1.254891085
142.4,1.259447003
142.8,1.251240993
143.2,1.266908972
143.6,1.278253416
144,1.276766946
144.4,1.288006048
144.8,1.281901236
145.2,1.293844187
145.6,1.303215879
146,1.307098919
146.4,1.299593031
146.8,1.317707994
147.2,1.317399951
147.6,1.328378385
148,1.327246197
148.4,1.341081997
148.8,1.344312256
149.2,1.343869895
149.6,1.354885052
150,1.364999944
150.4,1.357102955
150.8,1.373628229
151.2,1.377757189
151.6,1.377774756
152,1.392614293
152.4,1.392203548
152.8,1.396304948
153.2,1.401795394
153.6,1.406763568
154,1.415479987
154.4,1.416147873
154.8,1.420841483
155.2,1.427361619
155.6,1.43879327
156,1.438146015
156.4,1.442968244
156.8,1.446829934
157.2,1.459377151
157.6,1.457799279
158,1.472589925
158.4,1.469795799
158.8,1.478852464
159.2,1.474488507
159.6,1.490191643
160,1.47960807
160.4,1.492104949
160.8,1.499808705
161.2,1.50555513
161.6,1.512273837
162,1.515512017
162.4,1.52152923
162.8,1.525982041
163.2,1.524407916
163.6,1.532564311
164,1.539233242
164.4,1.546267377
164.8,1.550320808
165.2,1.552423356
165.6,1.559928686
166,1.565731691
166.4,1.575830938
166.8,1.564161844
167.2,1.574756714
167.6,1.58965095
168,1.582461234
168.4,1.594515577
168.8,1.593730072
169.2,1.604635414
169.6,1.605823011
170,1.614837787
170.4,1.612296483
170.8,1.620094781
171.2,1.630943712
171.6,1.628499091
172,1.623670727
172.4,1.63677911
172.8,1.634396037
173.2,1.640278753
173.6,1.644264884
174,1.652287712
174.4,1.653656134
174.8,1.663442713
175.2,1.663644104
175.6,1.675214595
176,1.679217117
176.4,1.688157353
176.8,1.687469649
177.2,1.681714903
177.6,1.69239025
178,1.697582495
178.4,1.706824372
178.8,1.693376209
179.2,1.707910316
179.6,1.716011442
180,1.709328591
180.4,1.715022455
180.8,1.726746604
181.2,1.722503164
181.6,1.725279705
182,1.724120429
182.4,1.740813626
182.8,1.738901849
183.2,1.733586399
183.6,1.736869008
184,1.745415059
184.4,1.743832932
184.8,1.756634589
185.2,1.761963198
185.6,1.757246386
186,1.768329281
186.4,1.767036853
186.8,1.778638717
187.2,1.771371057
187.6,1.780545624
188,1.790552272
188.4,1.786610181
188.8,1.78799047
189.2,1.798794313
189.6,1.790027467
190,1.788065096
190.4,1.810552821
190.8,1.806202015
191.2,1.818732201
191.6,1.801633681
192,1.805851642
192.4,1.81077656
192.8,1.818221324
193.2,1.821917793
193.6,1.821723865
194,1.819347259
194.4,1.825569423
194.8,1.835324311
195.2,1.824692644
195.6,1.833429173
196,1.833764908
196.4,1.844141536
196.8,1.850710649
197.2,1.849133276
197.6,1.837473428
198,1.842345752
198.4,1.847172599
198.8,1.84901717
199.2,1.853908379
199.6,1.853626809
200,1.853168103
200.4,1.852923363
200.8,1.861514405
201.2,1.859450414
201.6,1.859370645
202,1.874727664
202.4,1.866370033
202.8,1.8753995
203.2,1.870136941
203.6,1.868009456
204,1.873009304
204.4,1.882420011
204.8,1.87601192
205.2,1.881836373
205.6,1.8809653
206,1.879661914
206.4,1.880730692
206.8,1.877022138
207.2,1.8864614
207.6,1.871031835
208,1.894834903
208.4,1.891914939
208.8,1.888563533
209.2,1.897074115
209.6,1.889976341
210,1.8860466
210.4,1.884660815
210.8,1.889493024
211.2,1.903500658
211.6,1.909726143
212,1.892454441
212.4,1.904844029
212.8,1.900794829
213.2,1.901511522
213.6,1.905091003
214,1.896907797
214.4,1.908179273
