Time,Peak Current
0,0.129710352
1.36,0.065086194
2.72,0.058186943
4.08,0.062516506
5.44,0.062192229
6.8,0.062896395
8.16,0.065176345
9.52,0.066726061
10.88,0.072427743
12.24,0.073654951
13.6,0.075161666
14.96,0.079899274
16.32,0.082950128
17.68,0.087179256
19.04,0.09030877
20.4,0.093784737
21.76,0.098561581
23.12,0.1047046
24.48,0.113240287
25.84,0.119670661
27.2,0.126633616
28.56,0.133560878
29.92,0.143104698
31.28,0.15372615
32.64,0.16636789
34,0.176772849
35.36,0.186468381
36.72,0.201072918
38.08,0.212603069
39.44,0.226132059
40.8,0.236436652
42.16,0.251549159
43.52,0.265705214
44.88,0.282382549
46.24,0.30135255
47.6,0.311987607
48.96,0.328886742
50.32,0.346334767
51.68,0.363447751
53.04,0.379335154
54.4,0.391507889
55.76,0.411562466
57.12,0.42389862
58.48,0.43858394
59.84,0.456448427
61.2,0.474058745
62.56,0.493056191
63.92,0.512210318
65.28,0.528095612
66.64,0.544394559
68,0.561665577
69.36,0.575220635
70.72,0.591208198
72.08,0.608805089
73.44,0.625658807
74.8,0.64422938
76.16,0.659812579
77.52,0.674423409
78.88,0.692935357
80.24,0.727545874
81.6,0.748796387
82.96,0.761806221
84.32,0.774658663
85.68,0.789779189
87.04,0.808854365
88.4,0.835049087
89.76,0.858113088
91.12,0.87376591
92.48,0.880272812
93.84,0.892657444
95.2,0.900589008
96.56,0.916907102
97.92,0.931339491
99.28,0.948505485
100.64,0.966148535
102,0.973470156
103.36,0.983958769
104.72,0.988365098
106.08,0.998090319
107.44,1.005621419
108.8,1.006715125
110.16,1.009692453
111.52,1.011135053
112.88,1.018130288
114.24,1.024854347
115.6,1.02255517
116.96,1.022201303
118.32,1.025925254
119.68,1.023162893
121.04,1.021148386
122.4,1.020174225
123.76,1.020281727
125.12,1.021305421
126.48,1.01901482
127.84,1.017720899
129.2,1.017756932
130.56,1.01436555
131.92,1.010054943
133.28,1.006372427
134.64,1.001971448
136,0.998321979
137.36,0.993922844
138.72,0.989636488
140.08,0.982353689
