Time,Peak Current
0,0.082338168
2,0.068710005
4,0.070526698
6,0.06026692
8,0.053236437
10,0.050141079
12,0.050206231
14,0.047178809
16,0.053500357
20,0.066075442
30,0.135334541
40,0.238599305
46,0.313274636
60,0.505978884
70,0.65043301
80,0.877801067
90,1.106220158
100,1.363664265
120,1.940483316
130,2.249766988
140,2.553347477
150,2.882814177
160,3.145581458
166,3.250624473
170,3.297322902
178,3.175101206
