Time,Peak Current
0,0.293163229
1.7675,1.133511733
3.535,1.837808506
5.3025,2.428556927
7.07,2.883273286
8.8375,3.265504651
10.605,3.596484767
12.3725,3.875045499
14.14,4.102600392
15.9075,4.318052819
17.675,4.517903369
19.4425,4.69885466
21.21,4.854613386
22.9775,5.007558983
24.745,5.129535055
26.5125,5.260689432
28.28,5.375268525
30.0475,5.486397482
31.815,5.574912419
33.5825,5.668072985
35.35,5.762284998
37.1175,5.83223579
38.885,5.914326736
40.6525,5.978933325
42.42,6.046977342
44.1875,6.116148961
45.955,6.171597027
47.7225,6.234785567
49.49,6.28458651
51.2575,6.325036543
53.025,6.365753906
54.7925,6.410135955
56.56,6.450196308
58.3275,6.490173545
60.095,6.517348504
61.8625,6.534395308
63.63,6.555363141
65.3975,6.571535511
67.165,6.60120358
68.9325,6.628504853
70.7,6.639721303
72.4675,6.657913401
74.235,6.669086449
76.0025,6.680944074
77.77,6.691188834
79.5375,6.701962244
81.305,6.71184808
83.0725,6.722996562
84.84,6.722836286
