Time,Peak Current
0,0.076678539
2.02,0.593439315
4.04,0.899954026
6.06,1.012983684
8.08,1.056254817
10.1,1.063910394
12.12,1.0392791
14.14,0.991701122
16.16,0.924404712
18.18,0.850162167
20.2,0.787329567
22.22,0.704267187
24.24,0.655137881
26.26,0.607282583
28.28,0.574082113
30.3,0.539548786
32.32,0.4921947
34.34,0.474307754
36.36,0.449104665
38.38,0.419936922
40.4,0.401513792
42.42,0.383123395
44.44,0.374907657
46.46,0.360921797
48.48,0.346163366
50.5,0.330310887
52.52,0.321323792
