Time,Peak Current
0,0.455402048
1.7675,1.67338492
3.535,2.434007539
5.3025,3.030294355
7.07,3.476288332
8.8375,3.805535446
10.605,4.110514439
12.3725,4.377376724
14.14,4.616246092
15.9075,4.827140654
17.675,5.01515755
19.4425,5.179460798
21.21,5.295331196
22.9775,5.406166144
24.745,5.504693006
26.5125,5.608000948
28.28,5.709667708
30.0475,5.78177925
31.815,5.829054081
33.5825,5.866929578
35.35,5.900108536
37.1175,5.945962327
38.885,5.97642578
40.6525,6.001744467
42.42,6.02872619
44.1875,6.023543635
45.955,6.071831363
47.7225,6.080029536
49.49,6.087914874
51.2575,6.130547159
53.025,6.108815088
54.7925,6.096716872
56.56,6.098595207
58.3275,6.112053473
60.095,6.120196966
61.8625,6.135987223
63.63,6.108781078
65.3975,6.078638081
67.165,6.100808407
68.9325,6.101329319
70.7,6.104950601
72.4675,6.081134154
74.235,6.046167483
76.0025,6.023901389
77.77,6.034651815
79.5375,6.037143779
81.305,6.053683628
83.0725,6.042849267
84.84,6.013979284
86.6075,5.999466619
88.375,6.006593929
90.1425,5.958946518
91.91,5.988573818
93.6775,5.927176191
