Time,Peak Current
49,2.856698522
49.2,2.855469857
49.4,2.852815741
49.6,2.853168021
49.8,2.853706078
50,2.853719216
50.2,2.856385641
50.4,2.851902014
50.6,2.846945838
50.8,2.847550472
51,2.847356632
51.2,2.84682219
51.4,2.845538911
51.6,2.852712744
51.8,2.845760055
52,2.846424456
52.2,2.848045297
52.4,2.847577851
52.6,2.851447834
52.8,2.853118991
53,2.85014047
53.2,2.851577222
53.4,2.845473133
53.6,2.846647308
53.8,2.852892181
54,2.846723251
54.2,2.846134188
54.4,2.844244349
54.6,2.844617124
54.8,2.847370303
55,2.84569205
55.2,2.846588812
55.4,2.846400921
55.6,2.840535249
55.8,2.845130319
56,2.843784454
56.2,2.846228413
56.4,2.840704928
56.6,2.839501744
56.8,2.835728309
57,2.835741114
57.2,2.842120476
57.4,2.840599982
57.6,2.83786641
57.8,2.833969115
58,2.834632925
58.2,2.83016405
58.4,2.835804556
58.6,2.835424148
58.8,2.833781
59,2.827404705
59.2,2.82940563
59.4,2.82855553
59.6,2.832034005
59.8,2.826116229
60,2.828577313
60.2,2.826204443
60.4,2.821640202
60.6,2.825197119
60.8,2.825661606
61,2.821277633
61.2,2.822117997
61.4,2.818639007
61.6,2.816228652
61.8,2.815888915
62,2.816614174
62.2,2.809889543
62.4,2.810864224
62.6,2.812871331
62.8,2.811770825
63,2.812529375
63.2,2.811084313
63.4,2.809119979
63.6,2.810808776
63.8,2.805075592
64,2.804372706
64.2,2.802566921
64.4,2.803698799
64.6,2.803098474
64.8,2.802283448
65,2.801518445
65.2,2.797404097
65.4,2.798344331
65.6,2.791304857
65.8,2.794313696
66,2.792524877
66.2,2.79186405
66.4,2.787537059
66.6,2.792298611
66.8,2.786912328
67,2.787149552
67.2,2.780671634
67.4,2.776699486
67.6,2.777987645
67.8,2.776806735
68,2.77003347
68.2,2.77367298
68.4,2.777564662
68.6,2.770006146
68.8,2.767360288
69,2.7705564
69.2,2.771433819
69.4,2.767536052
69.6,2.76414744
69.8,2.766902008
70,2.766644541
