Time,Peak Current
114.4,2.253789464
114.6,2.260975298
114.8,2.263730281
115,2.265076364
115.2,2.265209731
115.4,2.27088736
115.6,2.271491468
115.8,2.273740232
116,2.278130294
116.2,2.275179591
116.4,2.280632975
116.6,2.285464817
116.8,2.283355891
117,2.284820167
117.2,2.287198283
117.4,2.286440824
117.6,2.282979926
117.8,2.284547921
118,2.288011302
118.2,2.288216412
118.4,2.288975394
118.6,2.28987082
118.8,2.295409563
119,2.293925404
119.2,2.299121668
119.4,2.298282869
119.6,2.29693138
119.8,2.296532856
120,2.297086112
120.2,2.299984054
120.4,2.302294774
120.6,2.308898185
120.8,2.308753608
121,2.311622086
121.2,2.311288553
121.4,2.315561951
121.6,2.318510824
121.8,2.318279867
122,2.313862678
122.2,2.31425523
122.4,2.316959542
122.6,2.320404736
122.8,2.320918923
123,2.318705426
123.2,2.320863148
123.4,2.32029088
123.6,2.315705109
123.8,2.320054121
124,2.317217425
124.2,2.316853938
124.4,2.316366853
124.6,2.316680316
124.8,2.317609468
125,2.322490992
125.2,2.315698645
125.4,2.319159326
125.6,2.324487022
125.8,2.323589375
126,2.328408871
126.2,2.331094431
126.4,2.335519589
126.6,2.335553204
126.8,2.337361924
127,2.338770461
127.2,2.335984582
127.4,2.339465779
127.6,2.339807453
127.8,2.342986505
128,2.342483466
128.2,2.341630558
128.4,2.339945891
128.6,2.341204748
128.8,2.338538138
129,2.339909883
129.2,2.342647967
129.4,2.350117588
129.6,2.347934071
129.8,2.35605376
130,2.351519247
130.2,2.355869175
130.4,2.352254164
130.6,2.359070698
130.8,2.359139793
131,2.357730034
131.2,2.358680519
131.4,2.365165053
131.6,2.365846933
131.8,2.363926979
132,2.370030507
132.2,2.366110295
132.4,2.370422907
132.6,2.36569902
132.8,2.371436932
133,2.373939924
133.2,2.369594676
133.4,2.371254675
133.6,2.372241989
133.8,2.37142493
134,2.373329882
134.2,2.372261033
134.4,2.369776472
134.6,2.374769469
134.8,2.374887854
135,2.370474532
135.2,2.376258628
135.4,2.379432555
135.6,2.381967498
135.8,2.387989469
136,2.385475713
136.2,2.387442718
136.4,2.385015146
136.6,2.384392802
136.8,2.381975499
137,2.387232097
137.2,2.387358815
137.4,2.386052051
137.6,2.389035444
137.8,2.393530089
138,2.390678909
138.2,2.388855241
138.4,2.388455353
138.6,2.387211408
138.8,2.394418829
139,2.396535614
139.2,2.392755921
139.4,2.394747553
139.6,2.391768199
139.8,2.393038344
140,2.390976426
140.2,2.393685289
140.4,2.393924556
140.6,2.394223086
140.8,2.397466301
141,2.39959087
141.2,2.402259048
141.4,2.401507032
141.6,2.404342326
141.8,2.399280944
142,2.408123393
142.2,2.404041903
142.4,2.408453829
142.6,2.403972958
142.8,2.405389828
143,2.407118002
143.2,2.406602698
143.4,2.409715181
143.6,2.411385498
143.8,2.407367987
144,2.412955349
144.2,2.40744874
144.4,2.409110636
144.6,2.413025158
144.8,2.416349845
145,2.413575029
145.2,2.414432856
145.4,2.413958229
145.6,2.416638413
145.8,2.421707947
146,2.416898877
146.2,2.421135562
146.4,2.41512332
146.6,2.42118347
146.8,2.420400257
147,2.418703755
147.2,2.420738795
147.4,2.418295398
147.6,2.421426612
147.8,2.42266708
148,2.41933902
148.2,2.423361177
148.4,2.423501326
148.6,2.421226123
148.8,2.417995486
149,2.425050641
149.2,2.424794801
149.4,2.427626602
149.6,2.427181995
149.8,2.426809452
150,2.424263492
150.2,2.426378359
150.4,2.425776251
150.6,2.427984337
150.8,2.425441972
151,2.425817296
151.2,2.422488556
151.4,2.426384487
151.6,2.427743212
151.8,2.429708713
152,2.43612704
152.2,2.425348781
152.4,2.425716523
152.6,2.428086739
152.8,2.430271592
153,2.430624174
153.2,2.437203787
153.4,2.435097256
153.6,2.435977441
153.8,2.437100962
154,2.436347023
154.2,2.439546937
154.4,2.436552739
154.6,2.438283718
154.8,2.436765465
155,2.436052584
155.2,2.439788998
155.4,2.440137009
155.6,2.443196783
155.8,2.439471514
156,2.43800131
156.2,2.438887363
156.4,2.445488231
156.6,2.442085036
156.8,2.444899623
157,2.442508973
157.2,2.445025637
157.4,2.448662271
157.6,2.44439487
157.8,2.445892593
158,2.444782438
158.2,2.446850989
158.4,2.449197498
158.6,2.451841288
158.8,2.45444871
159,2.456873952
159.2,2.454742716
159.4,2.449404937
159.6,2.453193164
159.8,2.447179647
160,2.448288447
160.2,2.443374132
160.4,2.446982002
160.6,2.453402222
160.8,2.451550154
161,2.452439227
161.2,2.451212211
161.4,2.44674044
161.6,2.447357857
161.8,2.450131989
162,2.45137069
162.2,2.453720329
162.4,2.44857222
162.6,2.451660724
162.8,2.45630043
163,2.452749169
163.2,2.452332122
163.4,2.45042796
163.6,2.452327613
163.8,2.448092239
164,2.450533903
164.2,2.448474551
164.4,2.4482604
164.6,2.450670997
164.8,2.451962869
165,2.457049905
165.2,2.451166391
165.4,2.454135547
165.6,2.457158729
165.8,2.452689021
166,2.454723391
166.2,2.453429841
166.4,2.020857521
